epoch,loss
0,1.6901814937591553
1,1.3882907629013062
2,1.2637887001037598
3,1.19804847240448
4,1.143651008605957
5,1.1056944131851196
6,1.0734490156173706
7,1.0427571535110474
8,1.0229603052139282
9,1.0003324747085571
10,0.9710485339164734
11,0.9595748782157898
12,0.9413808584213257
13,0.9195470809936523
14,0.9049362540245056
15,0.8874459266662598
16,0.8742974400520325
17,0.8601596355438232
18,0.8497337102890015
19,0.8321937322616577
20,0.8188453316688538
21,0.8060871958732605
22,0.7891541123390198
23,0.78267902135849
24,0.7706062197685242
25,0.7606143355369568
26,0.7486618757247925
27,0.7354727387428284
28,0.7202095985412598
29,0.7134274244308472
30,0.7001442909240723
31,0.6983215808868408
32,0.6906902194023132
33,0.6761431097984314
34,0.6661629676818848
35,0.6590057015419006
36,0.6531866192817688
37,0.6495817303657532
38,0.6339443325996399
39,0.6265915632247925
40,0.6206422448158264
41,0.6104881763458252
42,0.6021593809127808
43,0.5920529961585999
44,0.5876373052597046
45,0.5860562920570374
46,0.5756245851516724
47,0.5726934671401978
48,0.5599335432052612
49,0.5516942739486694
50,0.5482687950134277
51,0.5448687076568604
52,0.5356267094612122
53,0.537509024143219
54,0.5258374214172363
55,0.5135490894317627
56,0.5097966194152832
57,0.5116533637046814
58,0.5124446749687195
59,0.5061953067779541
60,0.4958464801311493
61,0.4853834807872772
62,0.4823605418205261
63,0.4803173542022705
64,0.47363635897636414
65,0.4750342071056366
66,0.47401970624923706
67,0.46726277470588684
68,0.46220916509628296
69,0.4443713128566742
70,0.449709415435791
71,0.4547980725765228
72,0.44225233793258667
73,0.43223485350608826
74,0.4271382987499237
75,0.4405912458896637
76,0.4186912775039673
77,0.43339839577674866
78,0.42631426453590393
79,0.4119267165660858
80,0.4135892391204834
81,0.4133826494216919
82,0.41180628538131714
83,0.40990737080574036
84,0.40523770451545715
85,0.4023676812648773
86,0.39950114488601685
87,0.40686920285224915
88,0.39698928594589233
89,0.4072529375553131
90,0.39023450016975403
91,0.3847065567970276
92,0.3926655352115631
93,0.380845308303833
94,0.3766585886478424
95,0.38405919075012207
96,0.37978631258010864
97,0.36952710151672363
98,0.37253090739250183
99,0.3814973533153534
100,0.3720940947532654
101,0.3655533492565155
102,0.3684631288051605
103,0.3568171262741089
104,0.36529287695884705
105,0.36299335956573486
106,0.35937589406967163
107,0.35678011178970337
108,0.3563846945762634
109,0.3393894135951996
110,0.34566035866737366
111,0.34777888655662537
112,0.34455859661102295
113,0.34690752625465393
114,0.3452575206756592
115,0.33878546953201294
116,0.3416227400302887
117,0.33989959955215454
118,0.3300524055957794
119,0.33956634998321533
120,0.3411007225513458
121,0.33034273982048035
122,0.3238254189491272
123,0.3308326303958893
124,0.3249785006046295
125,0.3338380455970764
126,0.32651638984680176
127,0.32447388768196106
128,0.3309904634952545
129,0.32171839475631714
130,0.3174345791339874
131,0.31936201453208923
132,0.3240957260131836
133,0.31942740082740784
134,0.3017805814743042
135,0.32081565260887146
136,0.3110361397266388
137,0.3080088496208191
138,0.32432931661605835
139,0.3129197955131531
